Hour,Type,Value
68.5,A1_Negative_Control,55
68.75,A1_Negative_Control,52
69.0,A1_Negative_Control,60
69.25,A1_Negative_Control,65
69.5,A1_Negative_Control,64
69.75,A1_Negative_Control,58
70.0,A1_Negative_Control,61
70.25,A1_Negative_Control,58
70.5,A1_Negative_Control,56
70.75,A1_Negative_Control,62
71.0,A1_Negative_Control,55
71.25,A1_Negative_Control,57
71.5,A1_Negative_Control,57
71.75,A1_Negative_Control,59
72.0,A1_Negative_Control,56
72.25,A1_Negative_Control,54
72.5,A1_Negative_Control,58
72.75,A1_Negative_Control,57
73.0,A1_Negative_Control,52
73.25,A1_Negative_Control,59
73.5,A1_Negative_Control,48
73.75,A1_Negative_Control,56
74.0,A1_Negative_Control,50
74.25,A1_Negative_Control,46
74.5,A1_Negative_Control,58
74.75,A1_Negative_Control,57
75.0,A1_Negative_Control,54
75.25,A1_Negative_Control,49
75.5,A1_Negative_Control,53
75.75,A1_Negative_Control,54
76.0,A1_Negative_Control,47
76.25,A1_Negative_Control,46
76.5,A1_Negative_Control,47
76.75,A1_Negative_Control,57
77.0,A1_Negative_Control,51
77.25,A1_Negative_Control,64
77.5,A1_Negative_Control,50
77.75,A1_Negative_Control,56
78.0,A1_Negative_Control,48
78.25,A1_Negative_Control,54
78.5,A1_Negative_Control,48
78.75,A1_Negative_Control,53
79.0,A1_Negative_Control,56
79.25,A1_Negative_Control,52
79.5,A1_Negative_Control,43
79.75,A1_Negative_Control,48
80.0,A1_Negative_Control,57
80.25,A1_Negative_Control,60
80.5,A1_Negative_Control,53
80.75,A1_Negative_Control,52
81.0,A1_Negative_Control,59
81.25,A1_Negative_Control,71
81.5,A1_Negative_Control,61
81.75,A1_Negative_Control,0
0.0,A2_L-Arabinose,49
0.25,A2_L-Arabinose,60
0.5,A2_L-Arabinose,58
0.75,A2_L-Arabinose,61
1.0,A2_L-Arabinose,61
1.25,A2_L-Arabinose,64
1.5,A2_L-Arabinose,66
1.75,A2_L-Arabinose,63
2.0,A2_L-Arabinose,68
2.25,A2_L-Arabinose,69
2.5,A2_L-Arabinose,69
2.75,A2_L-Arabinose,68
3.0,A2_L-Arabinose,69
3.25,A2_L-Arabinose,69
3.5,A2_L-Arabinose,72
3.75,A2_L-Arabinose,67
4.0,A2_L-Arabinose,70
4.25,A2_L-Arabinose,71
4.5,A2_L-Arabinose,69
4.75,A2_L-Arabinose,71
5.0,A2_L-Arabinose,68
5.25,A2_L-Arabinose,70
5.5,A2_L-Arabinose,75
5.75,A2_L-Arabinose,74
6.0,A2_L-Arabinose,76
6.25,A2_L-Arabinose,72
6.5,A2_L-Arabinose,75
6.75,A2_L-Arabinose,79
7.0,A2_L-Arabinose,75
7.25,A2_L-Arabinose,77
7.5,A2_L-Arabinose,81
7.75,A2_L-Arabinose,80
8.0,A2_L-Arabinose,87
8.25,A2_L-Arabinose,82
8.5,A2_L-Arabinose,84
8.75,A2_L-Arabinose,82
9.0,A2_L-Arabinose,83
9.25,A2_L-Arabinose,86
9.5,A2_L-Arabinose,92
9.75,A2_L-Arabinose,86
10.0,A2_L-Arabinose,87
10.25,A2_L-Arabinose,89
10.5,A2_L-Arabinose,90
10.75,A2_L-Arabinose,88
11.0,A2_L-Arabinose,95
11.25,A2_L-Arabinose,95
11.5,A2_L-Arabinose,96
11.75,A2_L-Arabinose,100
12.0,A2_L-Arabinose,103
12.25,A2_L-Arabinose,102
12.5,A2_L-Arabinose,98
12.75,A2_L-Arabinose,109
13.0,A2_L-Arabinose,107
13.25,A2_L-Arabinose,108
13.5,A2_L-Arabinose,105
13.75,A2_L-Arabinose,106
14.0,A2_L-Arabinose,111
14.25,A2_L-Arabinose,116
14.5,A2_L-Arabinose,114
14.75,A2_L-Arabinose,115
15.0,A2_L-Arabinose,121
15.25,A2_L-Arabinose,116
15.5,A2_L-Arabinose,121
15.75,A2_L-Arabinose,125
16.0,A2_L-Arabinose,125
16.25,A2_L-Arabinose,128
16.5,A2_L-Arabinose,133
16.75,A2_L-Arabinose,136
17.0,A2_L-Arabinose,134
17.25,A2_L-Arabinose,139
17.5,A2_L-Arabinose,135
17.75,A2_L-Arabinose,135
18.0,A2_L-Arabinose,141
18.25,A2_L-Arabinose,142
18.5,A2_L-Arabinose,147
18.75,A2_L-Arabinose,151
19.0,A2_L-Arabinose,152
19.25,A2_L-Arabinose,154
19.5,A2_L-Arabinose,155
19.75,A2_L-Arabinose,152
20.0,A2_L-Arabinose,160
20.25,A2_L-Arabinose,162
20.5,A2_L-Arabinose,158
20.75,A2_L-Arabinose,162
21.0,A2_L-Arabinose,168
21.25,A2_L-Arabinose,169
21.5,A2_L-Arabinose,168
21.75,A2_L-Arabinose,173
22.0,A2_L-Arabinose,174
22.25,A2_L-Arabinose,173
22.5,A2_L-Arabinose,172
22.75,A2_L-Arabinose,176
23.0,A2_L-Arabinose,176
23.25,A2_L-Arabinose,181
23.5,A2_L-Arabinose,182
23.75,A2_L-Arabinose,180
24.0,A2_L-Arabinose,189
24.25,A2_L-Arabinose,191
24.5,A2_L-Arabinose,186
24.75,A2_L-Arabinose,192
25.0,A2_L-Arabinose,194
25.25,A2_L-Arabinose,193
25.5,A2_L-Arabinose,196
25.75,A2_L-Arabinose,197
26.0,A2_L-Arabinose,201
26.25,A2_L-Arabinose,202
26.5,A2_L-Arabinose,202
26.75,A2_L-Arabinose,201
27.0,A2_L-Arabinose,209
27.25,A2_L-Arabinose,210
27.5,A2_L-Arabinose,207
27.75,A2_L-Arabinose,211
28.0,A2_L-Arabinose,214
28.25,A2_L-Arabinose,212
28.5,A2_L-Arabinose,217
28.75,A2_L-Arabinose,214
29.0,A2_L-Arabinose,216
29.25,A2_L-Arabinose,216
29.5,A2_L-Arabinose,222
29.75,A2_L-Arabinose,224
30.0,A2_L-Arabinose,224
30.25,A2_L-Arabinose,224
30.5,A2_L-Arabinose,224
30.75,A2_L-Arabinose,224
31.0,A2_L-Arabinose,230
31.25,A2_L-Arabinose,228
31.5,A2_L-Arabinose,229
31.75,A2_L-Arabinose,230
32.0,A2_L-Arabinose,231
32.25,A2_L-Arabinose,233
32.5,A2_L-Arabinose,234
32.75,A2_L-Arabinose,235
33.0,A2_L-Arabinose,235
33.25,A2_L-Arabinose,237
33.5,A2_L-Arabinose,236
33.75,A2_L-Arabinose,239
34.0,A2_L-Arabinose,239
34.25,A2_L-Arabinose,239
34.5,A2_L-Arabinose,239
34.75,A2_L-Arabinose,244
35.0,A2_L-Arabinose,241
35.25,A2_L-Arabinose,240
35.5,A2_L-Arabinose,245
35.75,A2_L-Arabinose,243
36.0,A2_L-Arabinose,246
36.25,A2_L-Arabinose,245
36.5,A2_L-Arabinose,247
36.75,A2_L-Arabinose,250
37.0,A2_L-Arabinose,246
37.25,A2_L-Arabinose,247
37.5,A2_L-Arabinose,250
37.75,A2_L-Arabinose,250
38.0,A2_L-Arabinose,251
38.25,A2_L-Arabinose,251
38.5,A2_L-Arabinose,250
38.75,A2_L-Arabinose,252
39.0,A2_L-Arabinose,253
39.25,A2_L-Arabinose,252
39.5,A2_L-Arabinose,253
39.75,A2_L-Arabinose,255
40.0,A2_L-Arabinose,256
40.25,A2_L-Arabinose,258
40.5,A2_L-Arabinose,255
40.75,A2_L-Arabinose,256
41.0,A2_L-Arabinose,258
41.25,A2_L-Arabinose,260
41.5,A2_L-Arabinose,259
41.75,A2_L-Arabinose,255
42.0,A2_L-Arabinose,258
42.25,A2_L-Arabinose,256
42.5,A2_L-Arabinose,257
42.75,A2_L-Arabinose,261
43.0,A2_L-Arabinose,262
43.25,A2_L-Arabinose,263
43.5,A2_L-Arabinose,262
43.75,A2_L-Arabinose,260
44.0,A2_L-Arabinose,263
44.25,A2_L-Arabinose,263
44.5,A2_L-Arabinose,262
44.75,A2_L-Arabinose,264
45.0,A2_L-Arabinose,261
45.25,A2_L-Arabinose,263
45.5,A2_L-Arabinose,261
45.75,A2_L-Arabinose,263
46.0,A2_L-Arabinose,266
46.25,A2_L-Arabinose,265
46.5,A2_L-Arabinose,264
46.75,A2_L-Arabinose,260
47.0,A2_L-Arabinose,265
47.25,A2_L-Arabinose,264
47.5,A2_L-Arabinose,265
47.75,A2_L-Arabinose,263
48.0,A2_L-Arabinose,267
48.25,A2_L-Arabinose,264
48.5,A2_L-Arabinose,266
48.75,A2_L-Arabinose,269
49.0,A2_L-Arabinose,265
49.25,A2_L-Arabinose,270
49.5,A2_L-Arabinose,264
49.75,A2_L-Arabinose,266
50.0,A2_L-Arabinose,267
50.25,A2_L-Arabinose,268
50.5,A2_L-Arabinose,269
50.75,A2_L-Arabinose,267
51.0,A2_L-Arabinose,265
51.25,A2_L-Arabinose,269
51.5,A2_L-Arabinose,266
51.75,A2_L-Arabinose,270
52.0,A2_L-Arabinose,269
52.25,A2_L-Arabinose,269
52.5,A2_L-Arabinose,267
52.75,A2_L-Arabinose,265
53.0,A2_L-Arabinose,268
53.25,A2_L-Arabinose,270
53.5,A2_L-Arabinose,269
53.75,A2_L-Arabinose,268
54.0,A2_L-Arabinose,269
54.25,A2_L-Arabinose,268
54.5,A2_L-Arabinose,269
54.75,A2_L-Arabinose,272
55.0,A2_L-Arabinose,270
55.25,A2_L-Arabinose,271
55.5,A2_L-Arabinose,267
55.75,A2_L-Arabinose,272
56.0,A2_L-Arabinose,270
56.25,A2_L-Arabinose,269
56.5,A2_L-Arabinose,269
56.75,A2_L-Arabinose,272
57.0,A2_L-Arabinose,271
57.25,A2_L-Arabinose,270
57.5,A2_L-Arabinose,271
57.75,A2_L-Arabinose,273
58.0,A2_L-Arabinose,272
58.25,A2_L-Arabinose,272
58.5,A2_L-Arabinose,271
58.75,A2_L-Arabinose,271
59.0,A2_L-Arabinose,270
59.25,A2_L-Arabinose,268
59.5,A2_L-Arabinose,274
59.75,A2_L-Arabinose,275
60.0,A2_L-Arabinose,270
60.25,A2_L-Arabinose,272
60.5,A2_L-Arabinose,273
60.75,A2_L-Arabinose,274
61.0,A2_L-Arabinose,274
61.25,A2_L-Arabinose,272
61.5,A2_L-Arabinose,273
61.75,A2_L-Arabinose,275
62.0,A2_L-Arabinose,271
62.25,A2_L-Arabinose,271
62.5,A2_L-Arabinose,271
62.75,A2_L-Arabinose,271
63.0,A2_L-Arabinose,270
63.25,A2_L-Arabinose,272
63.5,A2_L-Arabinose,274
63.75,A2_L-Arabinose,275
64.0,A2_L-Arabinose,271
64.25,A2_L-Arabinose,277
64.5,A2_L-Arabinose,273
64.75,A2_L-Arabinose,275
65.0,A2_L-Arabinose,278
65.25,A2_L-Arabinose,277
65.5,A2_L-Arabinose,275
65.75,A2_L-Arabinose,276
66.0,A2_L-Arabinose,276
66.25,A2_L-Arabinose,276
66.5,A2_L-Arabinose,279
66.75,A2_L-Arabinose,281
67.0,A2_L-Arabinose,278
67.25,A2_L-Arabinose,275
67.5,A2_L-Arabinose,275
67.75,A2_L-Arabinose,275
68.0,A2_L-Arabinose,277
68.25,A2_L-Arabinose,278
68.5,A2_L-Arabinose,281
68.75,A2_L-Arabinose,277
69.0,A2_L-Arabinose,278
69.25,A2_L-Arabinose,278
69.5,A2_L-Arabinose,279
69.75,A2_L-Arabinose,278
70.0,A2_L-Arabinose,275
70.25,A2_L-Arabinose,275
70.5,A2_L-Arabinose,278
70.75,A2_L-Arabinose,277
71.0,A2_L-Arabinose,280
71.25,A2_L-Arabinose,279
71.5,A2_L-Arabinose,278
71.75,A2_L-Arabinose,277
72.0,A2_L-Arabinose,281
72.25,A2_L-Arabinose,279
72.5,A2_L-Arabinose,280
72.75,A2_L-Arabinose,279
73.0,A2_L-Arabinose,280
73.25,A2_L-Arabinose,278
73.5,A2_L-Arabinose,283
73.75,A2_L-Arabinose,278
74.0,A2_L-Arabinose,283
74.25,A2_L-Arabinose,282
74.5,A2_L-Arabinose,278
74.75,A2_L-Arabinose,279
75.0,A2_L-Arabinose,278
75.25,A2_L-Arabinose,280
75.5,A2_L-Arabinose,277
75.75,A2_L-Arabinose,275
76.0,A2_L-Arabinose,280
76.25,A2_L-Arabinose,278
76.5,A2_L-Arabinose,279
76.75,A2_L-Arabinose,274
77.0,A2_L-Arabinose,275
77.25,A2_L-Arabinose,275
77.5,A2_L-Arabinose,277
77.75,A2_L-Arabinose,277
78.0,A2_L-Arabinose,278
78.25,A2_L-Arabinose,276
78.5,A2_L-Arabinose,279
78.75,A2_L-Arabinose,279
79.0,A2_L-Arabinose,277
79.25,A2_L-Arabinose,279
79.5,A2_L-Arabinose,282
79.75,A2_L-Arabinose,279
80.0,A2_L-Arabinose,281
80.25,A2_L-Arabinose,279
80.5,A2_L-Arabinose,278
80.75,A2_L-Arabinose,281
81.0,A2_L-Arabinose,285
81.25,A2_L-Arabinose,278
81.5,A2_L-Arabinose,283
81.75,A2_L-Arabinose,0
0.0,A3_N-Acetyl-D_Glucosamine,11
0.25,A3_N-Acetyl-D_Glucosamine,11
0.5,A3_N-Acetyl-D_Glucosamine,11
0.75,A3_N-Acetyl-D_Glucosamine,11
1.0,A3_N-Acetyl-D_Glucosamine,11
1.25,A3_N-Acetyl-D_Glucosamine,11
1.5,A3_N-Acetyl-D_Glucosamine,11
1.75,A3_N-Acetyl-D_Glucosamine,11
2.0,A3_N-Acetyl-D_Glucosamine,11
2.25,A3_N-Acetyl-D_Glucosamine,11
2.5,A3_N-Acetyl-D_Glucosamine,11
2.75,A3_N-Acetyl-D_Glucosamine,11
3.0,A3_N-Acetyl-D_Glucosamine,11
3.25,A3_N-Acetyl-D_Glucosamine,11
3.5,A3_N-Acetyl-D_Glucosamine,11
3.75,A3_N-Acetyl-D_Glucosamine,11
4.0,A3_N-Acetyl-D_Glucosamine,11
4.25,A3_N-Acetyl-D_Glucosamine,11
4.5,A3_N-Acetyl-D_Glucosamine,11
4.75,A3_N-Acetyl-D_Glucosamine,11
5.0,A3_N-Acetyl-D_Glucosamine,11
5.25,A3_N-Acetyl-D_Glucosamine,11
5.5,A3_N-Acetyl-D_Glucosamine,11
5.75,A3_N-Acetyl-D_Glucosamine,11
6.0,A3_N-Acetyl-D_Glucosamine,11
6.25,A3_N-Acetyl-D_Glucosamine,11
6.5,A3_N-Acetyl-D_Glucosamine,11
6.75,A3_N-Acetyl-D_Glucosamine,12
7.0,A3_N-Acetyl-D_Glucosamine,11
7.25,A3_N-Acetyl-D_Glucosamine,17
7.5,A3_N-Acetyl-D_Glucosamine,15
7.75,A3_N-Acetyl-D_Glucosamine,16
8.0,A3_N-Acetyl-D_Glucosamine,18
8.25,A3_N-Acetyl-D_Glucosamine,17
8.5,A3_N-Acetyl-D_Glucosamine,18
8.75,A3_N-Acetyl-D_Glucosamine,18
9.0,A3_N-Acetyl-D_Glucosamine,18
9.25,A3_N-Acetyl-D_Glucosamine,23
9.5,A3_N-Acetyl-D_Glucosamine,26
9.75,A3_N-Acetyl-D_Glucosamine,24
10.0,A3_N-Acetyl-D_Glucosamine,24
10.25,A3_N-Acetyl-D_Glucosamine,27
10.5,A3_N-Acetyl-D_Glucosamine,31
10.75,A3_N-Acetyl-D_Glucosamine,31
11.0,A3_N-Acetyl-D_Glucosamine,29
11.25,A3_N-Acetyl-D_Glucosamine,34
11.5,A3_N-Acetyl-D_Glucosamine,33
11.75,A3_N-Acetyl-D_Glucosamine,39
12.0,A3_N-Acetyl-D_Glucosamine,42
12.25,A3_N-Acetyl-D_Glucosamine,38
12.5,A3_N-Acetyl-D_Glucosamine,43
12.75,A3_N-Acetyl-D_Glucosamine,43
13.0,A3_N-Acetyl-D_Glucosamine,46
13.25,A3_N-Acetyl-D_Glucosamine,46
13.5,A3_N-Acetyl-D_Glucosamine,43
13.75,A3_N-Acetyl-D_Glucosamine,49
14.0,A3_N-Acetyl-D_Glucosamine,50
14.25,A3_N-Acetyl-D_Glucosamine,53
14.5,A3_N-Acetyl-D_Glucosamine,54
14.75,A3_N-Acetyl-D_Glucosamine,55
15.0,A3_N-Acetyl-D_Glucosamine,55
15.25,A3_N-Acetyl-D_Glucosamine,58
15.5,A3_N-Acetyl-D_Glucosamine,59
15.75,A3_N-Acetyl-D_Glucosamine,64
16.0,A3_N-Acetyl-D_Glucosamine,63
16.25,A3_N-Acetyl-D_Glucosamine,69
16.5,A3_N-Acetyl-D_Glucosamine,69
16.75,A3_N-Acetyl-D_Glucosamine,68
17.0,A3_N-Acetyl-D_Glucosamine,60
17.25,A3_N-Acetyl-D_Glucosamine,71
17.5,A3_N-Acetyl-D_Glucosamine,69
17.75,A3_N-Acetyl-D_Glucosamine,73
18.0,A3_N-Acetyl-D_Glucosamine,72
18.25,A3_N-Acetyl-D_Glucosamine,76
18.5,A3_N-Acetyl-D_Glucosamine,76
18.75,A3_N-Acetyl-D_Glucosamine,84
19.0,A3_N-Acetyl-D_Glucosamine,73
19.25,A3_N-Acetyl-D_Glucosamine,81
19.5,A3_N-Acetyl-D_Glucosamine,84
19.75,A3_N-Acetyl-D_Glucosamine,85
20.0,A3_N-Acetyl-D_Glucosamine,88
20.25,A3_N-Acetyl-D_Glucosamine,89
20.5,A3_N-Acetyl-D_Glucosamine,86
20.75,A3_N-Acetyl-D_Glucosamine,92
21.0,A3_N-Acetyl-D_Glucosamine,92
21.25,A3_N-Acetyl-D_Glucosamine,95
21.5,A3_N-Acetyl-D_Glucosamine,93
21.75,A3_N-Acetyl-D_Glucosamine,94
22.0,A3_N-Acetyl-D_Glucosamine,96
22.25,A3_N-Acetyl-D_Glucosamine,93
22.5,A3_N-Acetyl-D_Glucosamine,93
22.75,A3_N-Acetyl-D_Glucosamine,95
23.0,A3_N-Acetyl-D_Glucosamine,100
23.25,A3_N-Acetyl-D_Glucosamine,98
23.5,A3_N-Acetyl-D_Glucosamine,102
23.75,A3_N-Acetyl-D_Glucosamine,101
24.0,A3_N-Acetyl-D_Glucosamine,102
24.25,A3_N-Acetyl-D_Glucosamine,105
24.5,A3_N-Acetyl-D_Glucosamine,100
24.75,A3_N-Acetyl-D_Glucosamine,109
25.0,A3_N-Acetyl-D_Glucosamine,108
25.25,A3_N-Acetyl-D_Glucosamine,97
25.5,A3_N-Acetyl-D_Glucosamine,102
25.75,A3_N-Acetyl-D_Glucosamine,107
26.0,A3_N-Acetyl-D_Glucosamine,111
26.25,A3_N-Acetyl-D_Glucosamine,106
26.5,A3_N-Acetyl-D_Glucosamine,118
26.75,A3_N-Acetyl-D_Glucosamine,115
27.0,A3_N-Acetyl-D_Glucosamine,111
27.25,A3_N-Acetyl-D_Glucosamine,118
27.5,A3_N-Acetyl-D_Glucosamine,115
27.75,A3_N-Acetyl-D_Glucosamine,118
28.0,A3_N-Acetyl-D_Glucosamine,117
28.25,A3_N-Acetyl-D_Glucosamine,117
28.5,A3_N-Acetyl-D_Glucosamine,120
28.75,A3_N-Acetyl-D_Glucosamine,122
29.0,A3_N-Acetyl-D_Glucosamine,121
29.25,A3_N-Acetyl-D_Glucosamine,123
29.5,A3_N-Acetyl-D_Glucosamine,125
29.75,A3_N-Acetyl-D_Glucosamine,126
30.0,A3_N-Acetyl-D_Glucosamine,129
